dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1858-01-01,22.283,2.656,Belo Horizonte,Brazil,20.09S,44.36W
1858-02-01,22.717,0.92,Belo Horizonte,Brazil,20.09S,44.36W
1858-03-01,22.369,1.203,Belo Horizonte,Brazil,20.09S,44.36W
1858-04-01,20.07,3.277,Belo Horizonte,Brazil,20.09S,44.36W
1858-05-01,19.47,1.354,Belo Horizonte,Brazil,20.09S,44.36W
1858-06-01,16.987000000000000,1.711,Belo Horizonte,Brazil,20.09S,44.36W
1858-07-01,17.038000000000000,1.275,Belo Horizonte,Brazil,20.09S,44.36W
1858-08-01,17.888000000000000,2.245,Belo Horizonte,Brazil,20.09S,44.36W
1858-09-01,18.155,4.5280000000000000,Belo Horizonte,Brazil,20.09S,44.36W
1858-10-01,19.914,2.579,Belo Horizonte,Brazil,20.09S,44.36W
1858-11-01,20.703000000000000,2.298,Belo Horizonte,Brazil,20.09S,44.36W
1858-12-01,19.843000000000000,2.086,Belo Horizonte,Brazil,20.09S,44.36W
1859-01-01,21.186,2.19,Belo Horizonte,Brazil,20.09S,44.36W
1859-02-01,21.895000000000000,1.796,Belo Horizonte,Brazil,20.09S,44.36W
1859-03-01,23.15,1.242,Belo Horizonte,Brazil,20.09S,44.36W
1859-04-01,22.381,1.741,Belo Horizonte,Brazil,20.09S,44.36W
1859-05-01,19.384,1.1840000000000000,Belo Horizonte,Brazil,20.09S,44.36W
1859-06-01,17.397000000000000,1.783,Belo Horizonte,Brazil,20.09S,44.36W
1859-07-01,16.744,2.4290000000000000,Belo Horizonte,Brazil,20.09S,44.36W
1859-08-01,18.294,1.5660000000000000,Belo Horizonte,Brazil,20.09S,44.36W
1859-09-01,20.275,0.909,Belo Horizonte,Brazil,20.09S,44.36W
1859-10-01,21.396,1.199,Belo Horizonte,Brazil,20.09S,44.36W
1859-11-01,21.615,1.526,Belo Horizonte,Brazil,20.09S,44.36W
1859-12-01,21.443,1.587,Belo Horizonte,Brazil,20.09S,44.36W
1860-01-01,22.659000000000000,1.4270000000000000,Belo Horizonte,Brazil,20.09S,44.36W
1860-02-01,22.654000000000000,1.058,Belo Horizonte,Brazil,20.09S,44.36W
1860-03-01,22.158,2.5,Belo Horizonte,Brazil,20.09S,44.36W
1860-04-01,21.083000000000000,1.393,Belo Horizonte,Brazil,20.09S,44.36W
1860-05-01,19.124000000000000,1.067,Belo Horizonte,Brazil,20.09S,44.36W
1860-06-01,18.574,1.699,Belo Horizonte,Brazil,20.09S,44.36W
1860-07-01,18.501,1.211,Belo Horizonte,Brazil,20.09S,44.36W
1860-08-01,20.817000000000000,2.158,Belo Horizonte,Brazil,20.09S,44.36W
1860-09-01,22.226000000000000,2.776,Belo Horizonte,Brazil,20.09S,44.36W
1860-10-01,22.671,2.11,Belo Horizonte,Brazil,20.09S,44.36W
1860-11-01,21.423000000000000,1.239,Belo Horizonte,Brazil,20.09S,44.36W
