dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1816-03-01,27.584,1.753,Rangoon,Burma,16.87N,95.44E
1816-04-01,28.738000000000000,3.249,Rangoon,Burma,16.87N,95.44E
1816-05-01,28.893,2.076,Rangoon,Burma,16.87N,95.44E
1816-06-01,26.635,2.241,Rangoon,Burma,16.87N,95.44E
1816-07-01,24.552,1.307,Rangoon,Burma,16.87N,95.44E
1816-08-01,25.338,0.943,Rangoon,Burma,16.87N,95.44E
1816-09-01,25.005000000000000,0.946,Rangoon,Burma,16.87N,95.44E
1816-10-01,24.054000000000000,4.882,Rangoon,Burma,16.87N,95.44E
1816-11-01,24.247,5.806,Rangoon,Burma,16.87N,95.44E
1816-12-01,22.811,1.666,Rangoon,Burma,16.87N,95.44E
1817-01-01,22.953000000000000,3.899,Rangoon,Burma,16.87N,95.44E
1817-02-01,25.182,2.19,Rangoon,Burma,16.87N,95.44E
1817-03-01,27.42,1.6270000000000000,Rangoon,Burma,16.87N,95.44E
1817-04-01,29.582,1.7620000000000000,Rangoon,Burma,16.87N,95.44E
1817-05-01,27.449,1.862,Rangoon,Burma,16.87N,95.44E
1817-06-01,25.528000000000000,1.442,Rangoon,Burma,16.87N,95.44E
1817-07-01,24.931,1.476,Rangoon,Burma,16.87N,95.44E
1817-08-01,26.025,1.4340000000000000,Rangoon,Burma,16.87N,95.44E
1817-09-01,24.217,2.425,Rangoon,Burma,16.87N,95.44E
1817-10-01,24.763,2.312,Rangoon,Burma,16.87N,95.44E
1817-11-01,25.066000000000000,2.125,Rangoon,Burma,16.87N,95.44E
1817-12-01,22.279,2.4730000000000000,Rangoon,Burma,16.87N,95.44E
1818-01-01,22.906,3.004,Rangoon,Burma,16.87N,95.44E
1818-02-01,23.943,1.5720000000000000,Rangoon,Burma,16.87N,95.44E
1818-03-01,28.118000000000000,1.596,Rangoon,Burma,16.87N,95.44E
1818-04-01,30.26,4.743,Rangoon,Burma,16.87N,95.44E
1818-05-01,29.121,2.985,Rangoon,Burma,16.87N,95.44E
1818-06-01,27.392,3.589,Rangoon,Burma,16.87N,95.44E
1818-07-01,25.083000000000000,2.552,Rangoon,Burma,16.87N,95.44E
1818-08-01,25.554,1.065,Rangoon,Burma,16.87N,95.44E
1818-09-01,24.917000000000000,1.244,Rangoon,Burma,16.87N,95.44E
1818-10-01,24.9,1.959,Rangoon,Burma,16.87N,95.44E
1818-11-01,24.941000000000000,4.015,Rangoon,Burma,16.87N,95.44E
1818-12-01,23.201,1.6030000000000000,Rangoon,Burma,16.87N,95.44E
1819-01-01,21.368000000000000,2.141,Rangoon,Burma,16.87N,95.44E
1819-02-01,23.873,2.633,Rangoon,Burma,16.87N,95.44E
1819-03-01,26.872,5.751,Rangoon,Burma,16.87N,95.44E
1819-04-01,28.142,1.399,Rangoon,Burma,16.87N,95.44E
1819-05-01,27.83,1.651,Rangoon,Burma,16.87N,95.44E
1819-06-01,26.555,1.256,Rangoon,Burma,16.87N,95.44E
1819-07-01,25.324,1.052,Rangoon,Burma,16.87N,95.44E
1819-08-01,25.231000000000000,1.093,Rangoon,Burma,16.87N,95.44E
1819-09-01,25.665000000000000,1.161,Rangoon,Burma,16.87N,95.44E
1819-10-01,26.218000000000000,1.543,Rangoon,Burma,16.87N,95.44E
1819-11-01,25.364,1.766,Rangoon,Burma,16.87N,95.44E
1819-12-01,22.777000000000000,1.592,Rangoon,Burma,16.87N,95.44E
1820-01-01,21.723000000000000,4.2360000000000000,Rangoon,Burma,16.87N,95.44E
1820-02-01,23.472,2.139,Rangoon,Burma,16.87N,95.44E
1820-03-01,27.594,1.985,Rangoon,Burma,16.87N,95.44E
1820-04-01,29.903000000000000,1.508,Rangoon,Burma,16.87N,95.44E
1820-05-01,28.811,1.622,Rangoon,Burma,16.87N,95.44E
1820-06-01,26.903000000000000,1.083,Rangoon,Burma,16.87N,95.44E
1820-07-01,25.48,2.5810000000000000,Rangoon,Burma,16.87N,95.44E
1820-08-01,25.077000000000000,1.884,Rangoon,Burma,16.87N,95.44E
1820-09-01,25.958,1.599,Rangoon,Burma,16.87N,95.44E
1820-10-01,25.525,1.157,Rangoon,Burma,16.87N,95.44E
1820-11-01,24.884,1.154,Rangoon,Burma,16.87N,95.44E
1820-12-01,22.776,1.6880000000000000,Rangoon,Burma,16.87N,95.44E
1821-01-01,24.119,2.803,Rangoon,Burma,16.87N,95.44E
1821-02-01,26.189,3.582,Rangoon,Burma,16.87N,95.44E
1821-03-01,28.506,1.567,Rangoon,Burma,16.87N,95.44E
1821-04-01,29.328000000000000,1.485,Rangoon,Burma,16.87N,95.44E
1821-05-01,29.077000000000000,1.662,Rangoon,Burma,16.87N,95.44E
1821-06-01,27.229,2.363,Rangoon,Burma,16.87N,95.44E
1821-07-01,25.653000000000000,1.686,Rangoon,Burma,16.87N,95.44E
1821-08-01,25.875,1.359,Rangoon,Burma,16.87N,95.44E
1821-09-01,25.091000000000000,1.205,Rangoon,Burma,16.87N,95.44E
1821-10-01,25.97,1.013,Rangoon,Burma,16.87N,95.44E
1821-11-01,26.064,2.294,Rangoon,Burma,16.87N,95.44E
1821-12-01,24.124000000000000,1.63,Rangoon,Burma,16.87N,95.44E
1822-01-01,24.717,2.7910000000000000,Rangoon,Burma,16.87N,95.44E
1822-02-01,27.11,2.172,Rangoon,Burma,16.87N,95.44E
1822-03-01,30.723000000000000,1.49,Rangoon,Burma,16.87N,95.44E
1822-04-01,29.47,1.2820000000000000,Rangoon,Burma,16.87N,95.44E
1822-05-01,28.927,1.444,Rangoon,Burma,16.87N,95.44E
1822-06-01,27.111,1.274,Rangoon,Burma,16.87N,95.44E
1822-07-01,26.306,1.146,Rangoon,Burma,16.87N,95.44E
1822-08-01,25.694000000000000,2.135,Rangoon,Burma,16.87N,95.44E
1822-09-01,25.606000000000000,1.656,Rangoon,Burma,16.87N,95.44E
1822-10-01,25.445,1.112,Rangoon,Burma,16.87N,95.44E
1822-11-01,24.827000000000000,1.614,Rangoon,Burma,16.87N,95.44E
1822-12-01,22.861,2.13,Rangoon,Burma,16.87N,95.44E
1823-01-01,23.719,1.759,Rangoon,Burma,16.87N,95.44E
1823-02-01,25.461,2.587,Rangoon,Burma,16.87N,95.44E
1823-03-01,28.374000000000000,1.551,Rangoon,Burma,16.87N,95.44E
1823-04-01,30.123,2.396,Rangoon,Burma,16.87N,95.44E
1823-05-01,28.711,1.487,Rangoon,Burma,16.87N,95.44E
1823-06-01,27.721,1.978,Rangoon,Burma,16.87N,95.44E
1823-07-01,26.043000000000000,1.2920000000000000,Rangoon,Burma,16.87N,95.44E
1823-08-01,25.442000000000000,1.466,Rangoon,Burma,16.87N,95.44E
1823-09-01,24.893,1.293,Rangoon,Burma,16.87N,95.44E
1823-10-01,25.834,1.487,Rangoon,Burma,16.87N,95.44E
1823-11-01,24.728,2.725,Rangoon,Burma,16.87N,95.44E
1823-12-01,23.893,1.765,Rangoon,Burma,16.87N,95.44E
1824-01-01,24.135,1.598,Rangoon,Burma,16.87N,95.44E
1824-02-01,25.341,2.264,Rangoon,Burma,16.87N,95.44E
1824-03-01,28.562,1.601,Rangoon,Burma,16.87N,95.44E
1824-04-01,29.727000000000000,1.992,Rangoon,Burma,16.87N,95.44E
1824-05-01,28.924,1.744,Rangoon,Burma,16.87N,95.44E
1824-06-01,27.722,2.315,Rangoon,Burma,16.87N,95.44E
1824-07-01,27.338,2.661,Rangoon,Burma,16.87N,95.44E
1824-08-01,26.227000000000000,1.581,Rangoon,Burma,16.87N,95.44E
1824-09-01,26.667000000000000,1.557,Rangoon,Burma,16.87N,95.44E
1824-10-01,25.782000000000000,1.405,Rangoon,Burma,16.87N,95.44E
1824-11-01,26.176,1.742,Rangoon,Burma,16.87N,95.44E
1824-12-01,26.005,2.528,Rangoon,Burma,16.87N,95.44E
1825-01-01,24.177,2.178,Rangoon,Burma,16.87N,95.44E
1825-02-01,25.541,1.4780000000000000,Rangoon,Burma,16.87N,95.44E
1825-03-01,28.452,1.971,Rangoon,Burma,16.87N,95.44E
1825-04-01,30.221,2.134,Rangoon,Burma,16.87N,95.44E
1825-05-01,28.941,1.402,Rangoon,Burma,16.87N,95.44E
1825-06-01,27.794,1.07,Rangoon,Burma,16.87N,95.44E
1825-07-01,26.524,2.075,Rangoon,Burma,16.87N,95.44E
1825-08-01,25.86,1.956,Rangoon,Burma,16.87N,95.44E
1825-09-01,26.063,1.564,Rangoon,Burma,16.87N,95.44E
1825-10-01,26.115,1.6570000000000000,Rangoon,Burma,16.87N,95.44E
