dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1847-11-01,8.674000000000000,1.791,Kabul,Afghanistan,34.56N,70.05E
1847-12-01,0.5890000000000000,1.832,Kabul,Afghanistan,34.56N,70.05E
1848-01-01,-0.9210000000000000,1.779,Kabul,Afghanistan,34.56N,70.05E
1848-02-01,3.14,2.084,Kabul,Afghanistan,34.56N,70.05E
1848-03-01,7.459,1.769,Kabul,Afghanistan,34.56N,70.05E
1848-04-01,13.879000000000000,1.767,Kabul,Afghanistan,34.56N,70.05E
1848-05-01,19.48,1.949,Kabul,Afghanistan,34.56N,70.05E
1848-06-01,23.671,2.022,Kabul,Afghanistan,34.56N,70.05E
1848-07-01,25.813000000000000,1.672,Kabul,Afghanistan,34.56N,70.05E
1848-08-01,24.051,1.537,Kabul,Afghanistan,34.56N,70.05E
1848-09-01,19.557000000000000,1.5730000000000000,Kabul,Afghanistan,34.56N,70.05E
1848-10-01,14.27,1.346,Kabul,Afghanistan,34.56N,70.05E
1848-11-01,7.524000000000000,1.379,Kabul,Afghanistan,34.56N,70.05E
1848-12-01,2.615,1.68,Kabul,Afghanistan,34.56N,70.05E
1849-01-01,1.959,1.886,Kabul,Afghanistan,34.56N,70.05E
1849-02-01,3.355,2.318,Kabul,Afghanistan,34.56N,70.05E
1849-03-01,8.623,1.963,Kabul,Afghanistan,34.56N,70.05E
1849-04-01,13.374,1.933,Kabul,Afghanistan,34.56N,70.05E
1849-05-01,19.297,1.716,Kabul,Afghanistan,34.56N,70.05E
1849-06-01,23.598000000000000,1.655,Kabul,Afghanistan,34.56N,70.05E
1849-07-01,25.978,1.314,Kabul,Afghanistan,34.56N,70.05E
1849-08-01,24.424,1.199,Kabul,Afghanistan,34.56N,70.05E
1849-09-01,19.475,1.381,Kabul,Afghanistan,34.56N,70.05E
1849-10-01,14.661,1.489,Kabul,Afghanistan,34.56N,70.05E
1849-11-01,7.713000000000000,1.672,Kabul,Afghanistan,34.56N,70.05E
1849-12-01,1.954,1.497,Kabul,Afghanistan,34.56N,70.05E
1850-01-01,-0.26,1.741,Kabul,Afghanistan,34.56N,70.05E
1850-02-01,3.8570000000000000,2.032,Kabul,Afghanistan,34.56N,70.05E
1850-03-01,8.824,2.45,Kabul,Afghanistan,34.56N,70.05E
1850-04-01,13.553000000000000,1.845,Kabul,Afghanistan,34.56N,70.05E
1850-05-01,18.852,1.636,Kabul,Afghanistan,34.56N,70.05E
1850-06-01,23.727000000000000,1.4070000000000000,Kabul,Afghanistan,34.56N,70.05E
1850-07-01,26.236,1.182,Kabul,Afghanistan,34.56N,70.05E
1850-08-01,24.218000000000000,1.306,Kabul,Afghanistan,34.56N,70.05E
1850-09-01,20.304000000000000,1.275,Kabul,Afghanistan,34.56N,70.05E
1850-10-01,13.822000000000000,1.425,Kabul,Afghanistan,34.56N,70.05E
1850-11-01,8.212000000000000,2.041,Kabul,Afghanistan,34.56N,70.05E
1850-12-01,2.8760000000000000,1.521,Kabul,Afghanistan,34.56N,70.05E
1851-01-01,0.8240000000000000,1.6,Kabul,Afghanistan,34.56N,70.05E
1851-02-01,3.58,1.734,Kabul,Afghanistan,34.56N,70.05E
1851-03-01,7.849000000000000,1.886,Kabul,Afghanistan,34.56N,70.05E
1851-04-01,12.625,1.745,Kabul,Afghanistan,34.56N,70.05E
1851-05-01,20.298,2.091,Kabul,Afghanistan,34.56N,70.05E
1851-06-01,24.728,1.5420000000000000,Kabul,Afghanistan,34.56N,70.05E
1851-07-01,25.557,1.277,Kabul,Afghanistan,34.56N,70.05E
1851-08-01,24.205,1.365,Kabul,Afghanistan,34.56N,70.05E
1851-09-01,20.27,1.3160000000000000,Kabul,Afghanistan,34.56N,70.05E
1851-10-01,14.641000000000000,1.786,Kabul,Afghanistan,34.56N,70.05E
1851-11-01,7.598000000000000,1.753,Kabul,Afghanistan,34.56N,70.05E
1851-12-01,3.772,2.529,Kabul,Afghanistan,34.56N,70.05E
1852-01-01,1.483,2.607,Kabul,Afghanistan,34.56N,70.05E
1852-02-01,3.013,2.057,Kabul,Afghanistan,34.56N,70.05E
1852-03-01,6.94,2.355,Kabul,Afghanistan,34.56N,70.05E
1852-04-01,13.684000000000000,2.101,Kabul,Afghanistan,34.56N,70.05E
1852-05-01,20.168,2.008,Kabul,Afghanistan,34.56N,70.05E
1852-06-01,23.995,1.659,Kabul,Afghanistan,34.56N,70.05E
1852-07-01,25.839000000000000,1.497,Kabul,Afghanistan,34.56N,70.05E
1852-08-01,24.128,1.306,Kabul,Afghanistan,34.56N,70.05E
1852-09-01,20.226,1.439,Kabul,Afghanistan,34.56N,70.05E
1852-10-01,15.02,1.564,Kabul,Afghanistan,34.56N,70.05E
1852-11-01,7.192000000000000,1.805,Kabul,Afghanistan,34.56N,70.05E
1852-12-01,3.7110000000000000,1.858,Kabul,Afghanistan,34.56N,70.05E
1853-01-01,0.677,1.923,Kabul,Afghanistan,34.56N,70.05E
1853-02-01,2.1950000000000000,2.057,Kabul,Afghanistan,34.56N,70.05E
1853-03-01,8.234,1.926,Kabul,Afghanistan,34.56N,70.05E
1853-04-01,13.138,1.97,Kabul,Afghanistan,34.56N,70.05E
1853-05-01,20.29,1.978,Kabul,Afghanistan,34.56N,70.05E
1853-06-01,24.398000000000000,1.469,Kabul,Afghanistan,34.56N,70.05E
1853-07-01,26.046,1.3260000000000000,Kabul,Afghanistan,34.56N,70.05E
1853-08-01,24.823,1.217,Kabul,Afghanistan,34.56N,70.05E
1853-09-01,20.566,1.399,Kabul,Afghanistan,34.56N,70.05E
1853-10-01,14.283,1.514,Kabul,Afghanistan,34.56N,70.05E
1853-11-01,7.15,1.811,Kabul,Afghanistan,34.56N,70.05E
1853-12-01,2.962,1.6470000000000000,Kabul,Afghanistan,34.56N,70.05E
1854-01-01,1.305,1.755,Kabul,Afghanistan,34.56N,70.05E
1854-02-01,3.359,2.011,Kabul,Afghanistan,34.56N,70.05E
1854-03-01,8.114000000000000,1.891,Kabul,Afghanistan,34.56N,70.05E
1854-04-01,13.084000000000000,1.955,Kabul,Afghanistan,34.56N,70.05E
1854-05-01,19.898,2.191,Kabul,Afghanistan,34.56N,70.05E
1854-06-01,23.669,1.642,Kabul,Afghanistan,34.56N,70.05E
1854-07-01,25.83,1.4980000000000000,Kabul,Afghanistan,34.56N,70.05E
1854-08-01,24.306000000000000,1.435,Kabul,Afghanistan,34.56N,70.05E
1854-09-01,20.349,1.527,Kabul,Afghanistan,34.56N,70.05E
1854-10-01,15.471000000000000,1.7,Kabul,Afghanistan,34.56N,70.05E
1854-11-01,8.631,1.743,Kabul,Afghanistan,34.56N,70.05E
1854-12-01,3.918,2.074,Kabul,Afghanistan,34.56N,70.05E
1855-01-01,2.1630000000000000,2.113,Kabul,Afghanistan,34.56N,70.05E
1855-02-01,5.224,2.547,Kabul,Afghanistan,34.56N,70.05E
1855-03-01,8.627000000000000,2.344,Kabul,Afghanistan,34.56N,70.05E
1855-04-01,15.303000000000000,2.109,Kabul,Afghanistan,34.56N,70.05E
1855-05-01,20.74,2.169,Kabul,Afghanistan,34.56N,70.05E
1855-06-01,24.121,1.712,Kabul,Afghanistan,34.56N,70.05E
1855-07-01,25.521,1.392,Kabul,Afghanistan,34.56N,70.05E
1855-08-01,24.482,1.327,Kabul,Afghanistan,34.56N,70.05E
1855-09-01,19.817,1.48,Kabul,Afghanistan,34.56N,70.05E
1855-10-01,14.283,1.745,Kabul,Afghanistan,34.56N,70.05E
1855-11-01,7.592,1.81,Kabul,Afghanistan,34.56N,70.05E
1855-12-01,2.8510000000000000,2.122,Kabul,Afghanistan,34.56N,70.05E
